Run #,Times 0,Times 1,Times 2,Times 3,Times 4,Times 5,Times 6,Times 7,Times 8,Times 9,Times 10,Times 11,Times 12,Times 13,Times 14,Times 15,Times 16,Times 17,Times 18,Times 19,Percent 0,Percent 1,Percent 2,Percent 3,Percent 4,Percent 5,Percent 6,Percent 7,Percent 8,Percent 9,Percent 10,Percent 11,Percent 12,Percent 13,Percent 14,Percent 15,Percent 16,Percent 17,Percent 18,Percent 19
329,514,461,507,518,515,509,499,499,528,510,478,508,488,542,485,468,514,469,511,477,5.14,4.61,5.07,5.18,5.15,5.09,4.99,4.99,5.28,5.1,4.78,5.08,4.88,5.42,4.85,4.68,5.14,4.69,5.11,4.77
330,517,518,488,500,460,477,506,493,513,477,494,521,507,512,514,520,487,492,503,501,5.17,5.18,4.88,5.0,4.6,4.77,5.06,4.93,5.13,4.77,4.94,5.21,5.07,5.12,5.14,5.2,4.87,4.92,5.03,5.01
331,503,498,497,546,504,496,521,483,526,505,466,478,463,520,520,461,526,481,479,527,5.03,4.98,4.97,5.46,5.04,4.96,5.21,4.83,5.26,5.05,4.66,4.78,4.63,5.2,5.2,4.61,5.26,4.81,4.79,5.27
332,521,473,505,529,515,499,499,462,468,479,513,486,457,487,484,490,531,516,543,543,5.21,4.73,5.05,5.29,5.15,4.99,4.99,4.62,4.68,4.79,5.13,4.86,4.57,4.87,4.84,4.9,5.31,5.16,5.43,5.43
333,528,511,523,450,504,510,462,517,462,477,484,514,525,506,476,497,495,510,547,502,5.28,5.11,5.23,4.5,5.04,5.1,4.62,5.17,4.62,4.77,4.84,5.14,5.25,5.06,4.76,4.97,4.95,5.1,5.47,5.02
334,468,452,476,496,488,488,509,492,508,537,479,493,488,519,529,550,503,507,491,527,4.68,4.52,4.76,4.96,4.88,4.88,5.09,4.92,5.08,5.37,4.79,4.93,4.88,5.19,5.29,5.5,5.03,5.07,4.91,5.27
335,498,544,510,472,520,500,448,489,522,522,495,489,509,498,533,481,480,487,467,536,4.98,5.44,5.1,4.72,5.2,5.0,4.48,4.89,5.22,5.22,4.95,4.89,5.09,4.98,5.33,4.81,4.8,4.87,4.67,5.36
336,491,484,482,504,533,485,524,495,473,501,538,523,523,486,493,509,506,498,456,496,4.91,4.84,4.82,5.04,5.33,4.85,5.24,4.95,4.73,5.01,5.38,5.23,5.23,4.86,4.93,5.09,5.06,4.98,4.56,4.96
337,536,499,508,497,525,490,516,470,484,479,492,500,518,506,496,483,484,522,515,480,5.36,4.99,5.08,4.97,5.25,4.9,5.16,4.7,4.84,4.79,4.92,5.0,5.18,5.06,4.96,4.83,4.84,5.22,5.15,4.8
338,495,528,519,504,498,492,526,524,469,517,531,500,477,473,502,525,492,441,491,496,4.95,5.28,5.19,5.04,4.98,4.92,5.26,5.24,4.69,5.17,5.31,5.0,4.77,4.73,5.02,5.25,4.92,4.41,4.91,4.96
339,484,528,508,502,494,496,481,477,516,513,523,477,490,481,528,504,512,499,497,490,4.84,5.28,5.08,5.02,4.94,4.96,4.81,4.77,5.16,5.13,5.23,4.77,4.9,4.81,5.28,5.04,5.12,4.99,4.97,4.9
340,523,512,515,479,481,499,477,509,494,523,483,486,497,503,491,501,506,528,509,484,5.23,5.12,5.15,4.79,4.81,4.99,4.77,5.09,4.94,5.23,4.83,4.86,4.97,5.03,4.91,5.01,5.06,5.28,5.09,4.84
341,463,482,473,511,490,507,489,504,535,506,500,537,484,493,525,511,464,539,492,495,4.63,4.82,4.73,5.11,4.9,5.07,4.89,5.04,5.35,5.06,5.0,5.37,4.84,4.93,5.25,5.11,4.64,5.39,4.92,4.95
342,503,514,499,469,536,476,523,512,514,488,485,470,500,507,484,539,489,485,525,482,5.03,5.14,4.99,4.69,5.36,4.76,5.23,5.12,5.14,4.88,4.85,4.7,5.0,5.07,4.84,5.39,4.89,4.85,5.25,4.82
343,519,502,487,505,500,490,508,503,454,572,523,517,513,496,478,492,475,469,506,491,5.19,5.02,4.87,5.05,5.0,4.9,5.08,5.03,4.54,5.72,5.23,5.17,5.13,4.96,4.78,4.92,4.75,4.69,5.06,4.91
344,485,501,478,547,468,489,484,463,533,532,539,527,525,495,511,485,516,448,480,494,4.85,5.01,4.78,5.47,4.68,4.89,4.84,4.63,5.33,5.32,5.39,5.27,5.25,4.95,5.11,4.85,5.16,4.48,4.8,4.94
345,468,524,516,504,510,497,503,510,490,489,493,522,452,520,508,523,517,460,496,498,4.68,5.24,5.16,5.04,5.1,4.97,5.03,5.1,4.9,4.89,4.93,5.22,4.52,5.2,5.08,5.23,5.17,4.6,4.96,4.98
346,529,484,502,474,488,525,502,500,513,522,514,503,466,537,478,478,512,501,476,496,5.29,4.84,5.02,4.74,4.88,5.25,5.02,5.0,5.13,5.22,5.14,5.03,4.66,5.37,4.78,4.78,5.12,5.01,4.76,4.96
347,521,517,528,507,505,458,532,482,491,494,500,473,493,481,500,508,511,484,522,493,5.21,5.17,5.28,5.07,5.05,4.58,5.32,4.82,4.91,4.94,5.0,4.73,4.93,4.81,5.0,5.08,5.11,4.84,5.22,4.93
348,528,496,471,533,502,507,473,529,473,494,483,492,502,485,517,498,491,514,517,495,5.28,4.96,4.71,5.33,5.02,5.07,4.73,5.29,4.73,4.94,4.83,4.92,5.02,4.85,5.17,4.98,4.91,5.14,5.17,4.95
349,509,508,501,512,475,481,521,516,512,500,498,522,510,490,484,479,480,512,494,496,5.09,5.08,5.01,5.12,4.75,4.81,5.21,5.16,5.12,5.0,4.98,5.22,5.1,4.9,4.84,4.79,4.8,5.12,4.94,4.96
350,505,521,498,507,500,549,476,494,544,508,461,493,515,475,487,534,493,492,476,472,5.05,5.21,4.98,5.07,5.0,5.49,4.76,4.94,5.44,5.08,4.61,4.93,5.15,4.75,4.87,5.34,4.93,4.92,4.76,4.72
351,480,505,510,475,474,511,515,523,429,532,530,531,512,501,504,480,500,465,507,516,4.8,5.05,5.1,4.75,4.74,5.11,5.15,5.23,4.29,5.32,5.3,5.31,5.12,5.01,5.04,4.8,5.0,4.65,5.07,5.16
352,492,497,461,463,542,520,481,510,509,496,504,525,472,491,523,455,547,498,472,542,4.92,4.97,4.61,4.63,5.42,5.2,4.81,5.1,5.09,4.96,5.04,5.25,4.72,4.91,5.23,4.55,5.47,4.98,4.72,5.42
353,522,490,490,496,533,500,514,523,470,526,561,465,467,466,483,529,503,476,482,504,5.22,4.9,4.9,4.96,5.33,5.0,5.14,5.23,4.7,5.26,5.61,4.65,4.67,4.66,4.83,5.29,5.03,4.76,4.82,5.04
354,522,501,488,509,517,511,498,470,515,450,517,552,517,543,472,497,492,470,478,481,5.22,5.01,4.88,5.09,5.17,5.11,4.98,4.7,5.15,4.5,5.17,5.52,5.17,5.43,4.72,4.97,4.92,4.7,4.78,4.81
355,505,505,512,519,498,488,506,489,517,516,487,475,483,510,503,489,514,509,477,498,5.05,5.05,5.12,5.19,4.98,4.88,5.06,4.89,5.17,5.16,4.87,4.75,4.83,5.1,5.03,4.89,5.14,5.09,4.77,4.98
356,469,506,487,494,507,432,528,481,511,473,515,494,498,497,505,540,523,497,505,538,4.69,5.06,4.87,4.94,5.07,4.32,5.28,4.81,5.11,4.73,5.15,4.94,4.98,4.97,5.05,5.4,5.23,4.97,5.05,5.38
357,522,494,475,481,492,500,479,497,524,555,502,495,500,504,446,485,495,542,498,514,5.22,4.94,4.75,4.81,4.92,5.0,4.79,4.97,5.24,5.55,5.02,4.95,5.0,5.04,4.46,4.85,4.95,5.42,4.98,5.14
358,527,507,477,498,498,497,476,516,514,509,480,494,536,514,499,493,530,492,461,482,5.27,5.07,4.77,4.98,4.98,4.97,4.76,5.16,5.14,5.09,4.8,4.94,5.36,5.14,4.99,4.93,5.3,4.92,4.61,4.82
359,490,504,507,474,526,521,507,512,493,476,468,484,514,517,503,526,452,516,506,504,4.9,5.04,5.07,4.74,5.26,5.21,5.07,5.12,4.93,4.76,4.68,4.84,5.14,5.17,5.03,5.26,4.52,5.16,5.06,5.04
360,498,474,545,506,485,527,485,499,484,523,494,537,479,528,511,493,470,468,481,513,4.98,4.74,5.45,5.06,4.85,5.27,4.85,4.99,4.84,5.23,4.94,5.37,4.79,5.28,5.11,4.93,4.7,4.68,4.81,5.13
361,516,498,507,486,470,513,487,518,496,519,522,528,493,465,496,458,494,510,505,519,5.16,4.98,5.07,4.86,4.7,5.13,4.87,5.18,4.96,5.19,5.22,5.28,4.93,4.65,4.96,4.58,4.94,5.1,5.05,5.19
362,510,483,476,547,505,514,529,491,499,490,472,509,482,497,506,486,513,481,524,486,5.1,4.83,4.76,5.47,5.05,5.14,5.29,4.91,4.99,4.9,4.72,5.09,4.82,4.97,5.06,4.86,5.13,4.81,5.24,4.86
363,504,458,467,472,514,484,492,475,520,474,549,533,535,491,491,493,557,499,490,502,5.04,4.58,4.67,4.72,5.14,4.84,4.92,4.75,5.2,4.74,5.49,5.33,5.35,4.91,4.91,4.93,5.57,4.99,4.9,5.02
364,474,472,514,443,492,489,529,505,500,494,526,465,531,512,503,539,542,485,500,485,4.74,4.72,5.14,4.43,4.92,4.89,5.29,5.05,5.0,4.94,5.26,4.65,5.31,5.12,5.03,5.39,5.42,4.85,5.0,4.85
365,477,493,504,537,500,502,467,483,508,512,499,482,496,510,519,520,506,463,513,509,4.77,4.93,5.04,5.37,5.0,5.02,4.67,4.83,5.08,5.12,4.99,4.82,4.96,5.1,5.19,5.2,5.06,4.63,5.13,5.09
366,499,517,496,514,535,480,518,549,492,519,503,490,505,460,482,459,509,511,474,488,4.99,5.17,4.96,5.14,5.35,4.8,5.18,5.49,4.92,5.19,5.03,4.9,5.05,4.6,4.82,4.59,5.09,5.11,4.74,4.88
367,523,474,502,507,498,432,493,497,492,495,487,525,491,494,509,475,541,496,548,521,5.23,4.74,5.02,5.07,4.98,4.32,4.93,4.97,4.92,4.95,4.87,5.25,4.91,4.94,5.09,4.75,5.41,4.96,5.48,5.21
368,511,514,490,526,523,508,477,490,529,495,489,495,493,456,505,460,525,531,489,494,5.11,5.14,4.9,5.26,5.23,5.08,4.77,4.9,5.29,4.95,4.89,4.95,4.93,4.56,5.05,4.6,5.25,5.31,4.89,4.94
369,525,508,470,512,486,468,479,521,491,540,494,491,469,452,514,498,489,558,500,535,5.25,5.08,4.7,5.12,4.86,4.68,4.79,5.21,4.91,5.4,4.94,4.91,4.69,4.52,5.14,4.98,4.89,5.58,5.0,5.35
370,501,502,477,517,513,489,517,522,465,472,471,518,503,494,502,501,510,518,497,511,5.01,5.02,4.77,5.17,5.13,4.89,5.17,5.22,4.65,4.72,4.71,5.18,5.03,4.94,5.02,5.01,5.1,5.18,4.97,5.11
371,480,472,506,473,479,474,493,534,495,515,476,493,493,559,509,546,499,513,501,490,4.8,4.72,5.06,4.73,4.79,4.74,4.93,5.34,4.95,5.15,4.76,4.93,4.93,5.59,5.09,5.46,4.99,5.13,5.01,4.9
372,501,497,500,486,494,513,491,482,490,530,492,512,499,500,530,528,484,493,481,497,5.01,4.97,5.0,4.86,4.94,5.13,4.91,4.82,4.9,5.3,4.92,5.12,4.99,5.0,5.3,5.28,4.84,4.93,4.81,4.97
373,514,489,501,495,547,511,522,472,496,488,494,467,494,490,489,496,479,513,514,529,5.14,4.89,5.01,4.95,5.47,5.11,5.22,4.72,4.96,4.88,4.94,4.67,4.94,4.9,4.89,4.96,4.79,5.13,5.14,5.29
374,500,493,487,479,551,479,484,504,523,515,462,526,487,458,507,484,501,499,510,551,5.0,4.93,4.87,4.79,5.51,4.79,4.84,5.04,5.23,5.15,4.62,5.26,4.87,4.58,5.07,4.84,5.01,4.99,5.1,5.51
375,531,498,505,531,491,517,483,507,495,508,469,531,498,489,494,498,505,508,458,484,5.31,4.98,5.05,5.31,4.91,5.17,4.83,5.07,4.95,5.08,4.69,5.31,4.98,4.89,4.94,4.98,5.05,5.08,4.58,4.84
376,489,500,458,498,484,516,492,499,482,492,492,502,534,512,482,501,507,530,513,517,4.89,5.0,4.58,4.98,4.84,5.16,4.92,4.99,4.82,4.92,4.92,5.02,5.34,5.12,4.82,5.01,5.07,5.3,5.13,5.17
377,506,487,508,523,468,474,503,499,463,520,497,465,472,559,478,513,514,493,569,489,5.06,4.87,5.08,5.23,4.68,4.74,5.03,4.99,4.63,5.2,4.97,4.65,4.72,5.59,4.78,5.13,5.14,4.93,5.69,4.89
378,528,499,515,476,488,473,500,497,526,506,508,478,529,487,473,522,508,472,521,494,5.28,4.99,5.15,4.76,4.88,4.73,5.0,4.97,5.26,5.06,5.08,4.78,5.29,4.87,4.73,5.22,5.08,4.72,5.21,4.94
379,481,489,474,496,498,509,488,486,526,541,525,485,507,514,456,486,534,532,494,479,4.81,4.89,4.74,4.96,4.98,5.09,4.88,4.86,5.26,5.41,5.25,4.85,5.07,5.14,4.56,4.86,5.34,5.32,4.94,4.79
380,468,501,486,517,522,498,491,508,498,472,524,515,532,494,465,510,498,521,483,497,4.68,5.01,4.86,5.17,5.22,4.98,4.91,5.08,4.98,4.72,5.24,5.15,5.32,4.94,4.65,5.1,4.98,5.21,4.83,4.97
381,486,496,505,519,459,509,479,496,519,489,450,514,516,498,507,504,493,525,496,540,4.86,4.96,5.05,5.19,4.59,5.09,4.79,4.96,5.19,4.89,4.5,5.14,5.16,4.98,5.07,5.04,4.93,5.25,4.96,5.4
382,487,515,510,501,514,511,471,510,540,495,495,458,471,462,529,530,513,503,526,459,4.87,5.15,5.1,5.01,5.14,5.11,4.71,5.1,5.4,4.95,4.95,4.58,4.71,4.62,5.29,5.3,5.13,5.03,5.26,4.59
383,488,546,485,475,490,489,527,495,516,503,476,536,476,504,528,492,501,475,502,496,4.88,5.46,4.85,4.75,4.9,4.89,5.27,4.95,5.16,5.03,4.76,5.36,4.76,5.04,5.28,4.92,5.01,4.75,5.02,4.96
384,505,496,528,497,508,486,508,524,491,496,488,560,497,472,496,494,480,466,518,490,5.05,4.96,5.28,4.97,5.08,4.86,5.08,5.24,4.91,4.96,4.88,5.6,4.97,4.72,4.96,4.94,4.8,4.66,5.18,4.9
385,506,480,486,520,478,482,455,484,534,562,495,509,505,506,526,499,503,499,476,495,5.06,4.8,4.86,5.2,4.78,4.82,4.55,4.84,5.34,5.62,4.95,5.09,5.05,5.06,5.26,4.99,5.03,4.99,4.76,4.95
386,464,484,533,474,484,509,523,527,487,516,471,519,467,532,517,469,500,513,519,492,4.64,4.84,5.33,4.74,4.84,5.09,5.23,5.27,4.87,5.16,4.71,5.19,4.67,5.32,5.17,4.69,5.0,5.13,5.19,4.92
387,481,553,493,516,486,510,499,502,473,532,526,546,463,482,473,467,505,492,493,508,4.81,5.53,4.93,5.16,4.86,5.1,4.99,5.02,4.73,5.32,5.26,5.46,4.63,4.82,4.73,4.67,5.05,4.92,4.93,5.08
388,493,503,500,496,508,511,495,485,522,530,495,521,474,484,505,490,480,492,515,501,4.93,5.03,5.0,4.96,5.08,5.11,4.95,4.85,5.22,5.3,4.95,5.21,4.74,4.84,5.05,4.9,4.8,4.92,5.15,5.01
389,492,507,486,488,458,517,515,491,500,491,500,492,497,507,515,467,500,521,515,541,4.92,5.07,4.86,4.88,4.58,5.17,5.15,4.91,5.0,4.91,5.0,4.92,4.97,5.07,5.15,4.67,5.0,5.21,5.15,5.41
390,494,465,451,513,510,487,535,515,495,481,532,485,524,476,525,530,494,515,481,492,4.94,4.65,4.51,5.13,5.1,4.87,5.35,5.15,4.95,4.81,5.32,4.85,5.24,4.76,5.25,5.3,4.94,5.15,4.81,4.92
391,520,517,483,526,508,489,496,500,514,488,497,467,521,475,496,501,506,498,496,502,5.2,5.17,4.83,5.26,5.08,4.89,4.96,5.0,5.14,4.88,4.97,4.67,5.21,4.75,4.96,5.01,5.06,4.98,4.96,5.02
392,517,520,520,525,448,492,489,502,491,487,503,486,476,530,533,514,482,484,479,522,5.17,5.2,5.2,5.25,4.48,4.92,4.89,5.02,4.91,4.87,5.03,4.86,4.76,5.3,5.33,5.14,4.82,4.84,4.79,5.22
393,501,506,504,513,460,494,451,485,492,472,499,524,521,524,500,516,534,520,470,514,5.01,5.06,5.04,5.13,4.6,4.94,4.51,4.85,4.92,4.72,4.99,5.24,5.21,5.24,5.0,5.16,5.34,5.2,4.7,5.14
394,478,509,547,495,498,488,512,453,492,497,535,477,536,514,517,492,481,501,516,462,4.78,5.09,5.47,4.95,4.98,4.88,5.12,4.53,4.92,4.97,5.35,4.77,5.36,5.14,5.17,4.92,4.81,5.01,5.16,4.62
395,508,481,477,519,481,516,496,457,473,496,486,539,522,541,475,505,517,472,518,521,5.08,4.81,4.77,5.19,4.81,5.16,4.96,4.57,4.73,4.96,4.86,5.39,5.22,5.41,4.75,5.05,5.17,4.72,5.18,5.21
396,529,496,502,463,475,482,481,478,496,511,491,491,552,520,479,563,507,491,504,489,5.29,4.96,5.02,4.63,4.75,4.82,4.81,4.78,4.96,5.11,4.91,4.91,5.52,5.2,4.79,5.63,5.07,4.91,5.04,4.89
397,524,512,473,499,436,498,504,466,485,519,497,519,478,538,501,500,504,542,519,486,5.24,5.12,4.73,4.99,4.36,4.98,5.04,4.66,4.85,5.19,4.97,5.19,4.78,5.38,5.01,5.0,5.04,5.42,5.19,4.86
398,501,510,528,493,485,512,526,511,477,527,450,489,468,506,549,474,464,491,509,530,5.01,5.1,5.28,4.93,4.85,5.12,5.26,5.11,4.77,5.27,4.5,4.89,4.68,5.06,5.49,4.74,4.64,4.91,5.09,5.3
399,482,493,475,455,497,506,518,517,535,498,472,520,475,512,532,494,501,512,473,533,4.82,4.93,4.75,4.55,4.97,5.06,5.18,5.17,5.35,4.98,4.72,5.2,4.75,5.12,5.32,4.94,5.01,5.12,4.73,5.33
400,510,522,505,473,530,468,496,535,516,504,442,492,521,499,512,503,512,476,483,501,5.1,5.22,5.05,4.73,5.3,4.68,4.96,5.35,5.16,5.04,4.42,4.92,5.21,4.99,5.12,5.03,5.12,4.76,4.83,5.01
401,542,498,509,510,497,490,466,474,488,527,519,486,506,537,523,522,468,462,486,490,5.42,4.98,5.09,5.1,4.97,4.9,4.66,4.74,4.88,5.27,5.19,4.86,5.06,5.37,5.23,5.22,4.68,4.62,4.86,4.9
402,558,521,493,510,495,482,485,506,499,501,525,503,507,494,487,490,501,488,470,485,5.58,5.21,4.93,5.1,4.95,4.82,4.85,5.06,4.99,5.01,5.25,5.03,5.07,4.94,4.87,4.9,5.01,4.88,4.7,4.85
403,507,538,497,504,479,520,486,501,503,473,489,485,519,509,482,501,493,490,518,506,5.07,5.38,4.97,5.04,4.79,5.2,4.86,5.01,5.03,4.73,4.89,4.85,5.19,5.09,4.82,5.01,4.93,4.9,5.18,5.06
404,507,492,474,500,524,486,482,487,492,534,492,514,453,507,496,505,496,512,522,525,5.07,4.92,4.74,5.0,5.24,4.86,4.82,4.87,4.92,5.34,4.92,5.14,4.53,5.07,4.96,5.05,4.96,5.12,5.22,5.25
405,499,496,485,530,525,516,486,447,486,501,511,522,527,523,486,505,487,478,510,480,4.99,4.96,4.85,5.3,5.25,5.16,4.86,4.47,4.86,5.01,5.11,5.22,5.27,5.23,4.86,5.05,4.87,4.78,5.1,4.8
406,513,501,508,499,500,504,497,492,482,483,517,459,479,501,469,504,520,499,522,551,5.13,5.01,5.08,4.99,5.0,5.04,4.97,4.92,4.82,4.83,5.17,4.59,4.79,5.01,4.69,5.04,5.2,4.99,5.22,5.51
407,484,476,523,529,499,507,521,491,517,490,463,531,468,509,509,497,512,517,488,469,4.84,4.76,5.23,5.29,4.99,5.07,5.21,4.91,5.17,4.9,4.63,5.31,4.68,5.09,5.09,4.97,5.12,5.17,4.88,4.69
408,506,505,493,547,522,506,536,488,510,476,521,521,496,496,467,464,470,504,482,490,5.06,5.05,4.93,5.47,5.22,5.06,5.36,4.88,5.1,4.76,5.21,5.21,4.96,4.96,4.67,4.64,4.7,5.04,4.82,4.9
409,471,516,491,493,500,479,476,506,538,488,499,521,529,508,511,509,500,491,466,508,4.71,5.16,4.91,4.93,5.0,4.79,4.76,5.06,5.38,4.88,4.99,5.21,5.29,5.08,5.11,5.09,5.0,4.91,4.66,5.08
410,476,506,546,485,513,473,530,501,520,520,513,488,499,452,518,505,485,506,485,479,4.76,5.06,5.46,4.85,5.13,4.73,5.3,5.01,5.2,5.2,5.13,4.88,4.99,4.52,5.18,5.05,4.85,5.06,4.85,4.79
411,479,477,504,490,477,509,492,544,468,513,515,469,511,505,516,504,506,503,511,507,4.79,4.77,5.04,4.9,4.77,5.09,4.92,5.44,4.68,5.13,5.15,4.69,5.11,5.05,5.16,5.04,5.06,5.03,5.11,5.07
412,516,540,472,521,546,480,494,508,517,489,516,528,482,475,492,447,499,508,497,473,5.16,5.4,4.72,5.21,5.46,4.8,4.94,5.08,5.17,4.89,5.16,5.28,4.82,4.75,4.92,4.47,4.99,5.08,4.97,4.73
413,458,491,505,500,473,505,530,490,473,512,513,492,499,547,510,503,481,520,494,504,4.58,4.91,5.05,5.0,4.73,5.05,5.3,4.9,4.73,5.12,5.13,4.92,4.99,5.47,5.1,5.03,4.81,5.2,4.94,5.04
414,517,497,498,480,515,495,499,531,483,515,479,506,498,501,502,486,508,504,493,493,5.17,4.97,4.98,4.8,5.15,4.95,4.99,5.31,4.83,5.15,4.79,5.06,4.98,5.01,5.02,4.86,5.08,5.04,4.93,4.93
415,470,487,514,504,534,519,492,549,478,530,493,510,483,514,469,505,470,479,515,485,4.7,4.87,5.14,5.04,5.34,5.19,4.92,5.49,4.78,5.3,4.93,5.1,4.83,5.14,4.69,5.05,4.7,4.79,5.15,4.85
416,480,464,567,525,491,497,491,512,484,469,492,519,500,469,510,504,504,509,492,521,4.8,4.64,5.67,5.25,4.91,4.97,4.91,5.12,4.84,4.69,4.92,5.19,5.0,4.69,5.1,5.04,5.04,5.09,4.92,5.21
417,471,558,495,482,485,494,485,504,504,481,483,537,477,502,516,476,530,487,548,485,4.71,5.58,4.95,4.82,4.85,4.94,4.85,5.04,5.04,4.81,4.83,5.37,4.77,5.02,5.16,4.76,5.3,4.87,5.48,4.85
418,492,499,521,514,470,507,527,509,485,497,485,509,496,527,517,476,497,478,482,512,4.92,4.99,5.21,5.14,4.7,5.07,5.27,5.09,4.85,4.97,4.85,5.09,4.96,5.27,5.17,4.76,4.97,4.78,4.82,5.12
419,522,493,550,540,488,479,479,525,515,463,521,498,524,495,453,485,476,504,502,488,5.22,4.93,5.5,5.4,4.88,4.79,4.79,5.25,5.15,4.63,5.21,4.98,5.24,4.95,4.53,4.85,4.76,5.04,5.02,4.88
420,484,489,497,467,468,509,505,521,514,513,481,536,495,494,464,508,540,529,501,485,4.84,4.89,4.97,4.67,4.68,5.09,5.05,5.21,5.14,5.13,4.81,5.36,4.95,4.94,4.64,5.08,5.4,5.29,5.01,4.85
421,485,515,502,510,530,476,528,488,538,484,490,469,563,500,470,487,490,515,480,480,4.85,5.15,5.02,5.1,5.3,4.76,5.28,4.88,5.38,4.84,4.9,4.69,5.63,5.0,4.7,4.87,4.9,5.15,4.8,4.8
422,515,471,469,513,493,524,528,462,487,508,493,517,469,506,484,490,517,496,507,551,5.15,4.71,4.69,5.13,4.93,5.24,5.28,4.62,4.87,5.08,4.93,5.17,4.69,5.06,4.84,4.9,5.17,4.96,5.07,5.51
423,497,545,461,484,500,503,499,498,493,438,506,525,530,543,508,517,482,483,502,486,4.97,5.45,4.61,4.84,5.0,5.03,4.99,4.98,4.93,4.38,5.06,5.25,5.3,5.43,5.08,5.17,4.82,4.83,5.02,4.86
424,533,465,517,513,517,459,486,498,530,491,505,514,521,489,502,522,481,486,471,500,5.33,4.65,5.17,5.13,5.17,4.59,4.86,4.98,5.3,4.91,5.05,5.14,5.21,4.89,5.02,5.22,4.81,4.86,4.71,5.0
425,509,504,505,500,514,484,475,568,528,507,467,487,500,493,474,511,472,539,500,463,5.09,5.04,5.05,5.0,5.14,4.84,4.75,5.68,5.28,5.07,4.67,4.87,5.0,4.93,4.74,5.11,4.72,5.39,5.0,4.63
426,514,478,516,498,526,489,511,514,501,484,489,515,516,470,499,452,507,520,520,481,5.14,4.78,5.16,4.98,5.26,4.89,5.11,5.14,5.01,4.84,4.89,5.15,5.16,4.7,4.99,4.52,5.07,5.2,5.2,4.81
427,470,509,461,521,482,529,538,518,480,491,513,450,496,492,494,504,502,509,504,537,4.7,5.09,4.61,5.21,4.82,5.29,5.38,5.18,4.8,4.91,5.13,4.5,4.96,4.92,4.94,5.04,5.02,5.09,5.04,5.37
428,502,488,537,483,496,541,483,477,506,496,504,512,491,473,470,501,487,546,490,517,5.02,4.88,5.37,4.83,4.96,5.41,4.83,4.77,5.06,4.96,5.04,5.12,4.91,4.73,4.7,5.01,4.87,5.46,4.9,5.17
429,491,472,515,520,474,524,526,525,484,481,464,502,519,510,490,508,520,487,512,476,4.91,4.72,5.15,5.2,4.74,5.24,5.26,5.25,4.84,4.81,4.64,5.02,5.19,5.1,4.9,5.08,5.2,4.87,5.12,4.76
430,509,517,494,463,481,562,519,458,456,452,490,514,505,485,509,517,545,518,508,498,5.09,5.17,4.94,4.63,4.81,5.62,5.19,4.58,4.56,4.52,4.9,5.14,5.05,4.85,5.09,5.17,5.45,5.18,5.08,4.98
431,537,528,451,482,517,517,464,473,510,491,511,512,512,510,529,457,503,493,515,488,5.37,5.28,4.51,4.82,5.17,5.17,4.64,4.73,5.1,4.91,5.11,5.12,5.12,5.1,5.29,4.57,5.03,4.93,5.15,4.88
432,484,494,482,510,500,512,474,492,505,500,485,490,508,465,511,493,519,465,554,557,4.84,4.94,4.82,5.1,5.0,5.12,4.74,4.92,5.05,5.0,4.85,4.9,5.08,4.65,5.11,4.93,5.19,4.65,5.54,5.57
433,482,515,511,494,509,492,481,535,504,512,473,501,501,502,535,501,468,478,513,493,4.82,5.15,5.11,4.94,5.09,4.92,4.81,5.35,5.04,5.12,4.73,5.01,5.01,5.02,5.35,5.01,4.68,4.78,5.13,4.93
434,480,493,489,523,488,509,473,533,514,528,460,514,490,467,529,510,470,507,511,512,4.8,4.93,4.89,5.23,4.88,5.09,4.73,5.33,5.14,5.28,4.6,5.14,4.9,4.67,5.29,5.1,4.7,5.07,5.11,5.12
435,488,483,485,469,516,454,512,515,527,472,505,463,493,495,510,504,519,544,518,528,4.88,4.83,4.85,4.69,5.16,4.54,5.12,5.15,5.27,4.72,5.05,4.63,4.93,4.95,5.1,5.04,5.19,5.44,5.18,5.28
436,517,514,521,468,522,520,524,531,499,497,426,474,472,542,462,505,508,503,489,506,5.17,5.14,5.21,4.68,5.22,5.2,5.24,5.31,4.99,4.97,4.26,4.74,4.72,5.42,4.62,5.05,5.08,5.03,4.89,5.06
437,474,507,505,503,503,478,489,522,525,521,516,494,525,474,454,527,505,489,490,499,4.74,5.07,5.05,5.03,5.03,4.78,4.89,5.22,5.25,5.21,5.16,4.94,5.25,4.74,4.54,5.27,5.05,4.89,4.9,4.99
438,477,535,449,525,536,501,496,519,519,526,505,514,505,504,486,469,482,486,464,502,4.77,5.35,4.49,5.25,5.36,5.01,4.96,5.19,5.19,5.26,5.05,5.14,5.05,5.04,4.86,4.69,4.82,4.86,4.64,5.02
439,490,476,535,464,464,441,520,505,514,471,518,476,536,523,517,520,520,489,535,486,4.9,4.76,5.35,4.64,4.64,4.41,5.2,5.05,5.14,4.71,5.18,4.76,5.36,5.23,5.17,5.2,5.2,4.89,5.35,4.86
440,514,515,527,484,494,476,500,479,492,498,523,497,527,518,467,494,489,523,477,506,5.14,5.15,5.27,4.84,4.94,4.76,5.0,4.79,4.92,4.98,5.23,4.97,5.27,5.18,4.67,4.94,4.89,5.23,4.77,5.06
